# 02 triage tags (vanillahunt link 02, smr-bugfixpack-b6, 2026-09-10) — working copy of 01's CALLERS.tsv; ⛔ 01's file is untouched, this file is the parent's; regenerate from the parent's scratch scripts, never hand-edit rows.
# treediff.py v1.2 (2026-09-10, indented orphans covered; NOROWS) | old=C:\Dev\SMR-SrcArchive\1.0.7.396349\Src digest=09d95e3448573dc3… | new=C:\Dev\SMR-SrcArchive\1.1.0.403908\Src digest=a4577da25cb3fe85… | python treediff.py --out docs/agent/reports/vanillahunt | 2026-09-10
# NORMALISATION: CRLF->LF, trailing whitespace stripped per line; leading indentation KEPT; ⭐ COMMENTS ARE KEPT AND COUNT — a whitespace-only diff is NOT a row, a changed comment IS a row.
# DELIMITER: luafn.find_bodies, imported not re-implemented. Keys collapse `Class:Method` and `Class.Method`; the separator actually written is the first character of the sig columns.
# COVERAGE (v1.1): indent-0 declarations, five forms (function C:M / function C.M / function G / local function f / [local] x = function), PLUS every INDENTED declaration of those forms that lies OUTSIDE every enumerated span — table-field methods, sequence `Run = function(seq_state)` steps, file-level nested locals — keyed `name@<anchor>` and flagged INDENTED (ONE-LINE when the declaration closes itself: that row hashes its own line only, deliberately, so a neighbour's edit cannot re-hash it; the indent-0 pass keeps the delimiter's over-span untouched, checklist 135). Indented declarations INSIDE an enumerated span are covered by the outer body's hash and not listed. Orphans on the 1.1.0 side: 1050 in `hand` files, 1885 in `generated` (613 one-line); 1377 identical across the trees, 1910 rows. Total indented declarations for comparison: 8473 (4883 hand, 3590 generated). STILL NOT COVERED: every anonymous `function(` literal passed as an argument. ⛔ A function never emitted is not a function that did not change.
# FILES: changed=2437 identical=1963 added=166 removed=36 (DLC/ excluded: 151 paths). ⭐ MANIFEST RE-DERIVATION CONTROL vs chain README §0 (which counts DLC): 2437+7=2444 changed, 1963+5=1968 identical, 166+139=305 added, 36+0=36 removed — MATCHES; the 139 DLC adds are 138 `DLC/norman` + 1 `DLC/thomas`.
# FPK PARITY (EF-085, measured 2026-09-10): every `Lua/`, `CommonLua/` and `Data/` file in the archived 1.1.0 Src ships BYTE-IDENTICAL in Packs\Lua.fpk / Packs\Data.fpk — 0 divergent. ⇒ NO ROW CARRIES `FPK-DIVERGENT`, because there is nothing to flag. ⛔ That proves the bytes match, not that the game executes them (EF-078 stands).
# FUNCTIONS: 1.0.7=27762 1.1.0=30355 | IDENTICAL (counted, not listed)=23516 | SPAN-SUSPECT=441 declarations (the one-line-function trap, MEASURED — see the tool header; ⛔ NOT fixed here, a delimiter change re-hashes every SRC: pin in Code/) | MULTI=474 declarations | spans reaching EOF=567
# RENAME? is a HINT, never a verdict, and it is GUARDED: a partner needs >=4 distinct non-blank body lines and <=3 candidates. Rejected as too trivial to be evidence: 706 added rows (bodies like `end` or `return true`); rejected as ambiguous (one body, many partners): 0. Those are NOT `no match` — they are `too generic to say`.
# CALLERS: class (b′). Every call site, in BOTH trees, of every `sig` or `body+sig` function in a `hand` file (290 callees).
# ⭐⭐ READ THIS FIRST: **a `same` call line against a CHANGED SIGNATURE is the F117 shape, and it is the single highest-yield row class in this chain.** The callee's contract moved; this call site's text did not. F117 is exactly that, and the developers wrote it themselves. status counts: changed=682 gone=331 new=618 same=2465
# `same`-against-changed-signature by file, top 12: Lua/Buildings/StorageDepot.lua=39 | CommonLua/Ged/GedPropEditors.lua=38 | Lua/Mysteries/Fireflies.lua=34 | Lua/Buildings/Building.lua=31 | Lua/Construction/Construction.lua=30 | CommonLua/Ged.lua=29 | Lua/Mysteries/MirrorSphere.lua=28 | CommonLua/Ged/GedPanel.lua=26 | Lua/UniversalRocket.lua=25 | Lua/Mysteries/Crystals.lua=25 | Lua/Buildings/RocketBase.lua=22 | Lua/Meteors.lua=22
# ⛔ TEXT-LEVEL, AND THAT IS THE WHOLE BOUND. Matching is `Name(`, `:Name(`, `.Name(` by text on the bare name, so it CANNOT see a dynamic dispatch (`self[name]`, a preset's `func` field, `Msg` handlers — chain blind spot 7), it cannot tell two classes' same-named methods apart, and it counts a mention inside a string or a comment. ⛔ IT DOES NOT BOUND REACH.
# PAIRING RULE, stated because it is an assumption: within one file, the k-th call site of a name in 1.0.7 is paired with the k-th in 1.1.0. Equal text => `same`, different => `changed`, unpaired => `new`/`gone`. If call sites were REORDERED inside a file, that pairing mislabels — read the line, not the label.
# 02 UNIT D (the b′ pass): every `same` row carries verdict F117-SHAPE | benign | unsure + one sentence. Method: signature shape per callee (appended / trailing-removed / renamed / inserted / to-varargs / varargs-named / other), a CALL-FORM homonym test (a bare `Name(` cannot reach a method callee; `x:Name(` cannot reach a global), the caller path (hand / generated / tooling-by-path), and for appended parameters whether the 1.1.0 callee body indexes the new parameter unguarded (measured: none does). Meaning-changed slots were read in the callee body (tri_dcheck). ⛔ Text-level caller table: a benign verdict bounds nothing about dynamic dispatch (chain blind spot 7). F117-SHAPE rows are CANDIDATES, TAKEABLE WHEN the owning link reads the caller's body — not C entries.
# 02 COLUMNS: cid = C + 1-based data-row index of CALLERS.tsv; verdict, why, caller_system, caller_link (03 when the CALLEE row is dlc-adjacent), homonym, caller_path. Rows whose status is not `same` carry no verdict (not in unit D).
cid	callee_file	callee_function	name	call_file	call_line107	call_line110	status	call_text	verdict	why	caller_system	caller_link	homonym	caller_path
C00083	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	4214	4625	changed	self:Affect("StatusEffect_Malnourished", "start")						
C00084	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua	4281	4628	changed	self:Affect("StatusEffect_Hungry", false)						
C00085	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4629	new	self:Affect("StatusEffect_Starving", "start")						
C00086	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4631	new	self:Affect("StatusEffect_Hungry", "start")						
C00087	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4652	new	self:Affect("StatusEffect_Malnourished", false)						
C00088	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4653	new	self:Affect("StatusEffect_Starving", false)						
C00089	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4655	new	self:Affect("StatusEffect_Hungry", "start")						
C00090	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4658	new	self:Affect("StatusEffect_Hungry", false)						
C00091	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4818	new	self:Affect("StatusEffect_Earthsick", "start")						
C00092	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		4828	new	self:Affect("StatusEffect_Earthsick", false)						
C00093	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		5141	new	self:Affect("StatusEffect_Earthsick", "start")						
C00094	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/Colonist.lua		5208	new	self:Affect("StatusEffect_Malnourished", "start")						
C00095	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/ColonistTransport.lua		830	new	self:Affect("StatusEffect_Stranded", "start", nil, "force")						
C00096	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/Units/ColonistTransport.lua		832	new	self:Affect("StatusEffect_Stranded", false)						
C00097	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2398	new	colonist:Affect(effect_id, "start")						
C00098	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2424	new	colonist:Affect("StatusEffect_Hungry", "start")						
C00099	Lua/Units/Colonist.lua	Colonist.Affect	Affect	Lua/_fixup.lua		2435	new	colonist:Affect("StatusEffect_Malnourished", false) -- clears the -performance modifier						
C00100	CommonLua/Core/classes.lua	AutoResolve	AutoResolve	CommonLua/Core/classes.lua	1070	1418	changed	AutoResolve(classname, members, auto_resolved, append_methods)						
C00101	Lua/Research.lua	Research.BoostTechField	BoostTechField	Data/ClassDef-Effects.lua		3885	new	BoostTechField(field, amount)						
C00102	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Buildings/LowGLab.lua	9	9	changed	BoostTechField("Industry", 20)						
C00103	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Buildings/LowGLab.lua	10	10	changed	BoostTechField("Habitation", 20)						
C00104	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/ClassDefs/ClassDef-Effects.generated.lua		2479	new	BoostTechField(field, amount)						
C00105	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/MarsGameEffects.lua	100	127	same	colony:BoostTechField(self.Field, self.Percent)	benign	pure rename (tech_field, boost_percent)->(field, percent)	colonists	04-B		hand
C00106	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Research.lua	447	237	same	@function void Gameplay@BoostTechField(string field, int percent)	benign	pure rename (tech_field, boost_percent)->(field, percent)	story	04-B	homonym	hand
C00107	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Research.lua	452	242	same	return UIColony:BoostTechField(field, percent)	benign	pure rename (tech_field, boost_percent)->(field, percent)	story	04-B		hand
C00108	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/ScriptStatements.lua		399	new	CodeTemplate = "BoostTechField(self.Field, self.Amount)",						
C00109	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Sequences/SA_Gameplay.lua		849	new	BoostTechField(self.Field, self.Amount)						
C00110	Lua/Research.lua	Research.BoostTechField	BoostTechField	Lua/Tech.lua	227	227	same	research:BoostTechField(self.Field, self.Percent)	benign	pure rename (tech_field, boost_percent)->(field, percent)	story	04-B		hand
C00111	Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Buildings/Building.lua	523	546	changed	BumpDroneUnreachablesVersion(self:GetMap())						
C00112	Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Landscape/Landscaping.lua	326	328	changed	BumpDroneUnreachablesVersion(map)						
C00113	Lua/Units/Drone.lua	BumpDroneUnreachablesVersion	BumpDroneUnreachablesVersion	Lua/Units/Drone.lua		936	new	BumpDroneUnreachablesVersion(map or CurrentMap)						
C00114	Lua/Buildings/CrystalStatue.lua	CrystalStatue.CalculateMoraleBoost	CalculateMoraleBoost	Lua/Buildings/CrystalStatue.lua	27	41	changed	local morale_boost = statues[1]:CalculateMoraleBoost()						
C00115	Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInsertWaypointHandler.lua	10		gone	local length = CalculateRouteLength(next_route)						
C00116	Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua	65	38	changed	local length = CalculateRouteLength(route, safari)						
C00117	Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua	103	57	changed	local length = CalculateRouteLength(route, safari)						
C00118	Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteInteractionHandler.lua		210	new	local length = CalculateRouteLength(next_route, dialog.unit)						
C00119	Lua/SafariRouteInteractionHandler.lua	CalculateRouteLength	CalculateRouteLength	Lua/SafariRouteMoveWaypointHandler.lua	10		gone	local length = CalculateRouteLength(next_route)						
C00120	Lua/Buildings/Dome.lua	Dome.CanPreventCrimeEvents	CanPreventCrimeEvents	Lua/Buildings/Dome.lua	1865	2276	changed	if self:CanPreventCrimeEvents(target_dome) then						
C00121	Lua/Buildings/Dome.lua	CanReachAbovegroundElevator	CanReachAbovegroundElevator	Lua/Buildings/Dome.lua	3382	4001	changed	if not CanReachAbovegroundElevator(self) then						
C00122	Lua/Buildings/Dome.lua	CanReachAbovegroundElevator	CanReachAbovegroundElevator	Lua/Buildings/UndergroundDome.lua	56	56	changed	if not CanReachAbovegroundElevator(self) then						
C00123	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Data/XDef/GameCheatShortcuts.lua	1672		gone	colonist:ChangeComfort(100*stat - colonist.stat_comfort)						
C00124	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Data/XDef/GameCheatShortcuts.lua	1698		gone	colonist:ChangeComfort(100*stat - colonist.stat_comfort)						
C00125	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/ArtWorkshop.lua	27		gone	worker:ChangeComfort(comfort_boost, "work in workshop")						
C00126	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/CorporateOffice.lua	77		gone	worker:ChangeComfort(-comfort_decline, "work in corporate office")						
C00127	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/MedicalCenter.lua	38		gone	unit:ChangeComfort( TechDef.RejuvenationTreatment.param1 * const.Scale.Stat, self.class )						
C00128	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/MicroGHabitat.lua	122		gone	colonist:ChangeComfort(self.food_comfort_change, reason)						
C00129	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/Residence.lua	369		gone	unit:ChangeComfort(-4*stat_scale, "Loner")						
C00130	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/ResourceStockpile.lua	402		gone	unit:ChangeComfort(-g_Consts.OutsideFoodConsumptionComfort, "raw food")						
C00131	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/Service.lua	29		gone	unit:ChangeComfort(comfort_increase, comfort_reason)						
C00132	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Buildings/Service.lua	36		gone	unit:ChangeComfort(comfort_increase, law.display_name)						
C00133	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Cheats.lua		291	new	colonist:ChangeComfort(100*stat - colonist.stat_comfort)						
C00134	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/HasConsumption.lua	138		gone	unit:ChangeComfort(-g_Consts.OutsideFoodConsumptionComfort, "raw food")						
C00135	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/SafariSight.lua		65	new	visitor:ChangeComfort(satisfaction_to_award * const.Scale.Stat, "safari")						
C00136	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Animals.lua	942		gone	colonist:ChangeComfort(-const.PastureVeganMoraleImpact * const.Scale.Stat, "pastures around")						
C00137	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Animals.lua	944		gone	colonist:ChangeComfort(const.PastureVeganMoraleImpact * const.Scale.Stat, "no pastures around")						
C00138	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Colonist.lua	568	705	changed	self:ChangeComfort(human_alteration:GetParameterValue("CloneBiorobotComfortEffect"), "Policy_HumanAlteration")						
C00139	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Colonist.lua	591	707	changed	self:ChangeComfort(human_alteration:GetParameterValue("HumanComfortEffect"), "Policy_HumanAlteration")						
C00140	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Colonist.lua	608	754	changed	self:ChangeComfort(comfort_boost, "culture fit")						
C00141	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Colonist.lua	1308	767	changed	self:ChangeComfort(law:GetParameterValue("comfort_boost"), "socialnet benefits law")						
C00142	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Colonist.lua	2038	4663	changed	self:ChangeComfort(-g_Consts.OutsideFoodConsumptionComfort, "raw food")						
C00143	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/ColonistTransport.lua	556		gone	self:ChangeComfort(0 - MulDivRound(stat_scale, travel_time, const.HourDuration), "travel time")						
C00144	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/Units/Train.lua	971	975	same	colonist:ChangeComfort(-5 * stat_scale, "full train")	benign	benign BY SHAPE: appended trailing permanent; this call passes 2, so they arrive nil and the caller keeps the pre-1.1.0 behaviour (body: permanent passed-on) — whether this caller NEEDED the new behaviour is not read here	trains	03		hand
C00145	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/XDef/GameCheatShortcuts.generated.lua	1888		gone	colonist:ChangeComfort(100*stat - colonist.stat_comfort)						
C00146	Lua/Units/Colonist.lua	Colonist.ChangeComfort	ChangeComfort	Lua/XDef/GameCheatShortcuts.generated.lua	1914		gone	colonist:ChangeComfort(100*stat - colonist.stat_comfort)						
C00147	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Data/ClassDef-Effects.lua	2242	2213	changed	obj:ChangeStat(self.Stat, new_amount, self.Reason, self.Permanent)						
C00148	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Buildings/MedicalCenter.lua		42	new	unit:ChangeStat(stat, MulDivRound(self[stat], performance, 100), self.class)						
C00149	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/ClassDefs/ClassDef-Effects.generated.lua	1401	1374	changed	obj:ChangeStat(self.Stat, new_amount, self.Reason, self.Permanent)						
C00150	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/ScriptStatements.lua		27	new	colonist:ChangeStat(stat, new_amount, reason, permanent)						
C00151	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Sequences/SA_Gameplay.lua	524	517	changed	colonist:ChangeStat(self.Stat, self.Amount, reason, is_target_stat)						
C00152	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Sequences/SA_Gameplay.lua		522	new	colonist:ChangeStat(self.Stat, -self.Amount, reason, true)						
C00153	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Stats.lua		114	new	colonist:ChangeStat(stat, amount, reason)						
C00154	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Stats.lua		645	new	colonist:ChangeStat(stat, amount, "Services")						
C00155	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Units/Colonist.lua		180	new	--                directly via ChangeStat (StatsImpactColonist drains StatValues:ApplyStats).						
C00156	Lua/Units/Colonist.lua	Colonist.ChangeStat	ChangeStat	Lua/Units/Colonist.lua		5369	new	self:ChangeStat(stat, amount, reason)						
C00157	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Data/XDef/GameCheatShortcuts.lua	531		gone	CheatDustDevil(false, item)						
C00158	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Data/XDef/GameCheatShortcuts.lua	549		gone	CheatDustDevil()						
C00159	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Data/XDef/GameCheatShortcuts.lua	572		gone	CheatDustDevil("major", item)						
C00160	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Data/XDef/GameCheatShortcuts.lua	590		gone	CheatDustDevil("major")						
C00161	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Lua/XDef/GameCheatShortcuts.generated.lua	565		gone	CheatDustDevil(false, item)						
C00162	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Lua/XDef/GameCheatShortcuts.generated.lua	582		gone	CheatDustDevil()						
C00163	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Lua/XDef/GameCheatShortcuts.generated.lua	619		gone	CheatDustDevil("major", item)						
C00164	Lua/Cheats.lua	CheatDustDevil	CheatDustDevil	Lua/XDef/GameCheatShortcuts.generated.lua	636		gone	CheatDustDevil("major")						
C00165	CommonLua/Features/LockablePreset.lua	CheatRevertUnlockAllBuildings	CheatRevertUnlockAllBuildings	CommonLua/Features/LockablePreset.lua	646	746	changed	CheatRevertUnlockAllBuildings(owner)						
C00166	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	CommonLua/Features/LockablePreset.lua	648	748	changed	CheatUnlockAllBuildings(owner)						
C00167	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	Data/CheatDef.lua		436	new	CheatUnlockAllBuildings()						
C00168	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	Data/XDef/GameCheatShortcuts.lua	1828		gone	CheatUnlockAllBuildings()						
C00169	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	Lua/Cheats.lua	309	228	changed	CheatUnlockAllBuildings()						
C00170	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	Lua/Cheats.lua	329		gone	CheatUnlockAllBuildings()						
C00171	CommonLua/Features/LockablePreset.lua	CheatUnlockAllBuildings	CheatUnlockAllBuildings	Lua/XDef/GameCheatShortcuts.generated.lua	2045		gone	CheatUnlockAllBuildings()						
C00172	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1086	1158	changed	return self:CheckImportStatus(importer)						
C00173	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1117	1164	changed	local errList = self:CheckImportStatus(importer)						
C00174	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1123	1170	changed	local errList = self:CheckImportStatus(self:LocateImporter(), nil)						
C00175	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1129	1175	same	local errList = self:CheckImportStatus(self:LocateImporter(), nil)	benign	pure rename errList->err_list	commonlua	04-C		tooling
C00176	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1134	1270	changed	local errlist = sel_node:CheckImportStatus(importer, self, data.scene_node, false, errlist_tmp)						
C00177	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1201	1500	changed	err_list = SIE_ImportItem.CheckImportStatus(self, importer, err_list)						
C00178	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1365	1883	changed	local errlist = selector:CheckImportStatus(importer, self, scene_node)						
C00179	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	1751	2462	changed	errList = SIE_ImportItem.CheckImportStatus(self, importer, errList)						
C00180	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2297	3230	same	errList = SIE_ImportItem.CheckImportStatus(self, importer, errList)	benign	pure rename errList->err_list	commonlua	04-C		tooling
C00181	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	2976	3890	changed	local errlist = self:CheckImportStatus(importer)						
C00182	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3603	3898	changed	local errlist = self:CheckImportStatus()						
C00183	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3611	4123	changed	return self:CheckImportStatus(importer, import_item, scene_node)						
C00184	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3860	4129	changed	local err_values = {self:CheckImportStatus(importer, import_item, scene_node)}						
C00185	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	3866	5688	changed	local errList = preset:CheckImportStatus(self)						
C00186	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	5223	5928	same	local errList = preset:CheckImportStatus(self)	benign	pure rename errList->err_list	commonlua	04-C		tooling
C00187	CommonLua/Libs/DevToolsPublic/SceneImport.lua	SIE_ImportItem_Mesh.CheckImportStatus	CheckImportStatus	CommonLua/Libs/DevToolsPublic/SceneImport.lua	5591		gone	local errList = preset:CheckImportStatus(self)						
C00188	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	CommonLua/Features/LockablePreset.lua	459	546	changed	CheckLockPrerequisites(owner, initial)						
C00189	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	Lua/TechTree.lua		390	new	CheckLockPrerequisites(UIPlayer)						
C00190	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	Lua/TechTree.lua		1054	new	CheckLockPrerequisites(player)						
C00191	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	Lua/TechTree.lua		1234	new	CheckLockPrerequisites(self)						
C00192	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	Lua/TechTree.lua		1259	new	CheckLockPrerequisites(UIPlayer)						
C00193	CommonLua/Features/LockablePreset.lua	CheckLockPrerequisites	CheckLockPrerequisites	Lua/_fixup.lua		1957	new	CheckLockPrerequisites(UIPlayer)						
C00194	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/Buildings/DroneFactory.lua	224	230	changed	dome = ChooseDome(colonist_table, domes, safety_dome)						
C00195	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/Buildings/RocketBase.lua	1985	1978	changed	dome, elevator = ChooseDome(unit, domes, safety_dome, dome_elevators)						
C00196	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/Buildings/RocketBase.lua	2068	2064	changed	local dome, elevator = ChooseDome(applicant, domes, safety_dome, dome_elevators)						
C00197	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/Buildings/RocketBase.lua	2105	2103	changed	local dome, elevator = ChooseDome(applicant, domes, safety_dome, dome_elevators)						
C00198	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/CargoTransporterNew.lua	907	996	changed	local dome, elevator = ChooseDome(applicant, domes, safety_dome, dome_elevators)						
C00199	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/CargoTransporterNew.lua	951	1045	changed	local dome, elevator = ChooseDome(applicant, domes, safety_dome, dome_elevators)						
C00200	Lua/_GameUtils.lua	ChooseDome	ChooseDome	Lua/CargoTransporterNew.lua	975	1088	changed	dome, elevator = ChooseDome(unit, domes, safety_dome, dome_elevators)						
